Comment,class,arg,sen,val,mod,pre
cupula pt todos sabem expresidente lula anda relacionando mulher loira novinha.alias dirigentes petistas proximos lula todos cumplices novo caso expresidente.a mesma cumplicidade acobertou todos episodios favorecimento rose noronha dona marisa ainda viva.agora nao_obstante viuvez todos acham ainda cedo novo namoro revelado.acreditam caso lula consiga candidato vai precisar explorar emocionalmente episodio falecimento dona marisa assim sendo revelacao namorada pode ofuscar forca encenacao.,fake,0.8218427187600021,0.8498399201550041,0.8510527263329997,0.8474152394790021,0.8260822683960007
todo 37 deputados federais comissao cometeram atos politicos ilicitos.aprovado ultima segundafeira 1104 relatorio favor impeachment todo 35 votos deputados federais envolvidos corrupcao.embora suposto motivo impedimento presidenta dilma rousseff pt corrupcao maior parte politicos comissao impeachment denunciados condenados ilicitudes.da parte votaram contra pedido protocolado eduardo cunha pmdb denunciado vastamente corrupcao lobby somente tres deputados sendo investigados paulo teixeira pt arlindo chignaglia pt leonardo picciani pmdb.entre deputados corruptos votaram favor relatorio impedimento dilma politicos conhecidos atos contra lei exemplo paulo maluf pp onze pendencias quais falsidade ideologica lavagem dinheiro paulinho forca sd responde formacao quadrilha improbidade administrativa.a lista ainda conta pastor marco feliciano psc acusado injuria difamacao incitacao odio cujas contas eleitorais rejeitadas tse paulo washington reis pmdb contra si trinta processos incluindo crime contra meioambiente formacao quadrilha improbidade administrativa.jovair arantes ptb relator comissao apoiou eduardo cunha eleicao presidente camara denunciado folha paulo tercafeira 1204 proposto lei mes favor empresas empreiteiras apoiaram candidatura caracterizando crime lobby.caso impedimento presidenta dilma roussef aprovado 23 camara deputados processo seguira senado 180 dias decidir aceita impeachment nao.durante periodo presidenta ficara afastada cargo vicepresidente michel temer pmdb acusado lava jato outros processos podera assumir temporariamente.caso prove crime responsabilidade processo acatado senado federal supremo tribunal federal podera entrar acao impedimento anulado dilma retorne cargo.,fake,0.855143843036336,0.8508481041556702,0.8557902073996694,0.8589663757110025,0.8543921090423353
vereador marcionilio costa mendes amarrado poste populacao mata grande interior estado alagoas.acusado roubar cofres publicos parlamentar inocentado tribunal justica revoltou povo municipio.a gente cansou dessa palhacada continuarem roubando vai faltar poste cidade.comentou dona josicleide anjos moradora cidade dona cordas.vereador ficou amarrado chegada policia retirou.estado caso repercutiu pode virar moda todo pais.pedro rodriguesportal n3.,fake,0.8837100165420015,0.8736630279974034,0.8738604236870013,0.8794362463334012,0.8749728024768
viuva revolucionario ernesto che guevara recebe 10 anos brasil aposentadoria r 9.80000 viuvez aleida march vive atualmente cuba denunciada blogueira yoani sanchez ouviu ocorrido gato mingau castro vive mansao presidencial.o gatinho disse brasil transfere valor direto conta aleida march recebe inss sim ajuda custo direto governo depositado porta voz lula faz questao entregar maos disse.a pensao devido morte revolucionario morto militares enquanto tentava fazer umas revolucoes america latina sul.enquanto trabalhadores brasileiros contribuiram previdencia deveriam direitos assegurados.para consegui recorrer varias vezes receber uns atras outro.depois anos recorrendo procuram justica alem lenta ainda aceitam recursos atras recursos negar beneficio enquanto mulher bandido brasil outro tratamento.,fake,0.809986301878003,0.845418677309005,0.8539674831639994,0.847089070772003,0.8421145302840015
min direitos humanos maria rosario cobra indenizacao familias 56 mortos rebeliao aconteceu presidio manaus.o governador amazonas jose melo anunciou secretarias administracao penitenciaria seap justica direitos humanos cidadania assistencia social solidarias familias criminosos assassinados massacre penitenciaria manaus.a indenizacao podera chegar milhao reais.veja site noticias.terra.com disse assuntoas secretarias montando grupo trabalho iniciar procedimentos assistencia.procuradoriageral estado pge iniciou tramites indenizar familias direito conforme estabelece constituicao federal decisoes supremo tribunal justica stj supremo tribunal federal stf.o criatura merece comente compartilhe brasil pode suportar tamanha indecencia....,fake,0.8614131737740014,0.852416200096003,0.8565304665430018,0.8615500558950013,0.8442498671300009
pastor brutalmente espancado porta igreja fazer campanha politica durante cultos favor presidenciavel jair bolsonaro.responsaveis ato selvagem identificados militantes direitos humanos.a familia pastor ademar rodrigues souza conhecido meio evangelico ademar uncao desolada.noite ultimo pastor barbaramente agredido porta igreja.agressao tao severa pastor momento saiu uti quadro apontado medicos extremamente grave.o fato motivador agressao sido conteudo politico pregacoes.fieis comentaram folha ademar uncao frequentemente contextualizava textos biblicos usando citacoes deputado jair bolsonaro.noite ocorrido usado referencia timoteo 214 falar governo dilmae adao enganado sim mulher tendo sido enganada tornouse transgressora.segundo pastor mulher maior inclinacao transgressao homem.120 anos republica nenhum presidente roubou tanto quanto dilma.verbas campanha fruto proibido.jair bolsonaro salvacao.durante culto ontem noite pedido fieis jamais votassem qualquer outra mulher cargo publico.o pastor citou livro proverbios justificar presenca mulher lar e_nao vida publica.mulher virtuosa levanta mantimento casa tarefa servas.atende bom andamento casa e_nao come pao preguica.proverbios 31.1027a persistencia conteudo politico cultos pastor ademar sido denunciada oito vezes apenas ano comissao direitos humanos municipio iguaba grande rio janeiro.noite ontem 13062016 representantes cdhigrj sede igreja uncao sagrada assistiram culto presenciaram supostos desrespeitos direitos humanos pregacao pastor.ao final culto pastor ademar uncao notificado.existiam fieis igreja.cameras videomonitoramento mostram discussao momento entrega documento.visivelmente alterado pastor arremessa integrantes comissao direitos humanos grande volume azeite sagrado.neste momento integrantes comissao direitos humanos soco nariz pastor.ademar vai chao chutado nove minutos consecutivos dois outros membros.final agressao representante comissao direitos humanos escarra cara pastor.todos embora prestar socorro.pastor socorrido 4 horas familiares acharam estranha demora pastor igreja averiguar ocorrido.encaminhado hospital quadro definido extremamente grave agora vida morte dificilmente saira desta condicao sequelas gravissimas.a policia trabalha duas linhas investigacao.versao apresentada familia agressores fato mesmos integrantes comissao direitos humanos notificaram pastor.outra linha agressores criminosos relacionados agiotagem uma_vez_que pastor ademar uncao suspeito agiota.que paz senhor abencoe familia.,fake,0.8696185432508708,0.8653935137054816,0.8681790008420881,0.8704076191176098,0.8645332613228264
presidente dilma roussef fala neste momento 20h37min atacar acolhimento pedido impeachment segundo anunciou inicio noite deputado eduardo cunha.o chama atencao apenas tom belicoso empregado presidente resposta decisao mandar iluminar palacio planalto cores vermelhas cores pt.isto acontece acaso.na camara neste momento oposicionistas governistas alternamse acusacoes defesas.sessao sendo presidida eduardo cunha.,fake,0.8672121500865011,0.8539706592890031,0.8675361514210016,0.8734270913660012,0.8575360032535003
discreto encontro presidente facto michel temer presidente nestle paul bulcke acelera negociacoes concessao multinacionais explorar aquifero guarany.correio brasil denunciado negociacao curso desde 2016.a passagem presidente facto michel temer suica semana passada durante forum economico mundial forma praticamente invisivel comeca explicar melhor partir artigo reverenciado ativista ambiental norteamericana franklin frederick.presente forum frederic lembrou artigo publicado midia internacional conceitos embalam governo imposto brasil apos golpe estado curso desde maio 2016.o temer chama reformas programa privatizacoes complementado medidas procuram retirar quaisquer barreiras expansao capital leis protecao ambiental direitos trabalhadores.programa politico reformas poderiam nenhum apoio populacao por_isso devem apresentadas inevitabilidade historica alternativas afirmou frederick.jantar reservadoainda segundo ativista temer davos exprimiu completa adesao objetivos neoliberalismo sabemos porem ainda discurso revelou alivio elite economica davos brasil poderes organizados capazes utilizar diversas formas violencia sustentar governo propostas eliminando possibilidade qualquer alternativa.estranhamente segundo evento oficial anunciado forum temer participaria debate publico participacao prefeito paulo joao doria presidente bradesco ceo itauunibanco ceo nestle paul bulcke desapareceu agenda forum.evento programa oficial jantar fechado convidados onde temer fez abertura painel dando forma nova narrativa brasileira ceo nestle convidados informou diario conservador paulistano folha paulo.nestle cocacolaao tudo indica decidiram presidente temer ceo nestle deveriam aparecer juntos publico.afinal nestle bem conhecida apoio privatizacao agua negociacoes tema existem empresa presidente temer conhecimento publico.rejeicao maioria populacao brasileira privatizacao agua parece influido tornar discreto encontro temer ceo nestle davos pontua.a agenda temer davos porem ainda segundo frederick revela importancia tema aguatemer encontros privados presidente global ambev carlos brito ceo cocacola james quincey.temer encontrou ceo dow chemical andrew liveris.agua principal materia prima utilizada cocacola ambev.coincidencia andrew liveris faz parte governing council water resources group wrg iniciativa nestle cocacola pepsi privatizar agua atraves parcerias publicoprivadas.site oficial wrg andrew liveris aparece lado exceo cocacola muhtar kent outro membro governing council wrg acrescentou.frederick acrescenta diretora comercio politica investimentos dow chemical lisa schroeter aparece membro steering board wrg junto dominic waughray membro comite executivo proprio forum economico mundial.correio brasila ambev parte ab inbev grupo comprou grande rival sabmiller us 107 bilhoes mega fusao concentrou ainda mercado grandes empresas engarrafadoras agua cerveja refrigerantes.sabmiller empresas fundadoras wrg... maior acionista individual grupo ab inbev brasileiro radicado suica jorge paulo lemann sublinha.nestle cocacola pepsi ambev dow chemical wrg toda rede relacoes torno forum economico mundial revelam big business organiza promover executar agenda apropriacao riquezas planeta.em outro artigo publicado midia internacional frederick cita reportagem iconica correio brasildevemos lembrar primeiro importante artigo publicado jornal correio brasil dia 22082016 titulo multinacionais querem privatizar uso agua temer negocia .artigo informa segundo revelou alto funcionario agencia nacional aguas ana condicao anonimato .... aquifero guarani reserva agua doce 12 milhao km2 devera constar lista bens publicos privatizaveis ... negociacoes principais conglomerados transnacionais setor nestle cocacola seguem passos largos.em defesa doaquifero guaranie autor segue adiante.importante lembrar data deste artigo presidente eleita dilma roussef ainda enfrentava julgamento processo impeachment.temer atuava presidente facto ou_seja antes golpe consumado negociava privatizacao recursos naturais brasileiros verdadeira razao tras golpe.em marco proximo brasil vai sediar forum mundial agua brasilia.nestle water resources group estarao la ja_que forum grandes empresas privadas.empresas publicas agua brasileiras ainda aguas subterraneas fontes agua mineral alvos proximidade temer paul bulcke indicam.privatizacao destas empresas recursos naturais naturalmente apresentada solucao dentro forum mundial agua ressalta frederick.espero forum mundial alternativo agua organiza marco resposta sociedade civil politicas neoliberais reserve bom tempo espaco trocar informacoes analisar diversas praticas nestle mundo.tratase questao fundamental conclui.,fake,0.8614204669828434,0.8550106942226875,0.8576106127123172,0.8654691028121594,0.8503328345485796
alerta geral 20.000 homens idade militar aqui brasil nada simplesmente aparecem 20 mil haitianos brasil.notem 99 homens idade servico militar 17 45 anos.20.000 haitianos qualificacao formal invadindo brasil maos pt.entraram acre estado governado pt cidade paulo cidade administrada pt.prefeito paulo local receber haitianos enquanto paulo existem milhares moradores rua teto.como_se deslocaram haiti peru faz divisa acre alguma estrutura forte direcionada isso.objetivo lembremos grupos guerrilheiros brasil partiram paulo lamarca coluna prestes.existe tradicao historica emblematica.segundo sabe grupo formado milicianos atuavam haiti.sera tempo dira brasil acaba pt pt acaba brasil.simples objetivo assim,fake,0.8720525477705012,0.8677147204581281,0.8696490018012513,0.8781032755075011,0.8689403325546251
deputado estadual major olimpio pdt denunciou governador paulo geraldo alckmin psdb comando policia militar durante discurso plenario assembleia legislativa paulista.segundo major capitao antonio bernardo punido impedido roubo honda hornet ultimo 12. capitao deve ficar afastado ruas pelo_menos seis meses conforme parlamentar.capitao comandante 51o batalhao pmsp testemunha assalto contra vigilante trafegava zona leste paulo moto avaliada r 35 mil abordado dois assaltantes.capitao passava local conseguiu frustrar roubo.assaltante leonardo escarante santos 18 anos reagiu receber voz prisao.tentar sacar arma atingido perna abdome capitao.outro bandido conseguiu escapar.toda acao filmada camera acoplada capacete vitima relembre aqui.postura policial militar elogiada orgaos direitos humanos ministra secretaria nacional direitos humanos maria rosario comando pm governador geraldo alckmin assim entenderam conforme denuncia deputado estadual.,fake,0.868640635030779,0.8649134039751145,0.8709451348770014,0.8749043620686678,0.8689056933794448
vamos companheiro guilherme boulos esperando mandar invadir mansao pai bairro nobre vila mariana mansao abandonada faz tempo.sendo_assim homemum belo imovel...a casa residiu medico infectologista marcos boulos tempo desocupada.o imovel 400 metros quadrados area construida ocupa terreno 700 metros quadrados.de acordo jornal cidade online corretores atuam regiao casa avaliada cerca r 28 milhoes.a construcao decada 70 faz parte espolio medico.legitimo membro burguesia elite.esse medico acaso pai semteto guillherme boulos socialista nascido berco jacaranda usa semteto massa manobra.esta ai otima dica mtst.guilherme boulos vai importar.afinal contra propriedade privada.ah sim endereco rua paula ney 446 vila mariana paulo.em pais serio ordinario estaria cadeia e_nao candidato presidente republica...,fake,0.8587080097582515,0.8536252433757535,0.8621839244317508,0.8649982570612516,0.8603806715775001
dilma realmente parece estressado todo alvoroco apos sido vaiada abertura copas confederacoes acontecendo sequencia manifestacoes todo pais.tarde ultima segundafeira 17 dilma reuniao governadores todo pais.sugeriu continuarem manifestos longo periodo ira retirar internet todo brasil tempo indeterminado.parece algo completamente absurdo porem dilma almeja fazer.empresas pequenas grandes empresas multinacionais entraram peticao alegando dias hoje impossivel manter empresa internet pois dificultaria comunicacao colaboradores clientes.peticao negada imediato empresas saberiam fazer resolveram apoiar todos manifestantes organizar manifestacoes.,fake,0.8730888712893347,0.8647312282930032,0.8708099667041679,0.8757889129366679,0.8649648550873336
homem preso manha sic.autuado flagrante bebado sic.volante feito bafometro sic.delegacia onde ficou preso periodo 16 horas sic.o ninguem imaginava cidadao nada deputado federal sic.luiz alado embora tentou sic.identificar deputado devido alto indice sic.policias acharam homem sic.dizendo sob efeito alcool sic.sic.falou podiamos prender alguem importante deputado federal porem portava documentos estado embriaguez levamos conta palavras antes demos sequencia sic.procedimento prisao diz sic.policial anderson gerero homem sic.sido identificado deputado levado delegacia ouvido sic.porem apos ofender delegado ficou trancado cela comum sic.efeito alcool sic.totalmente si sic.disse delegado plantao .apos deputado entrar cela desentendimento alguns presos reconheceram parlamentar comecaram bater homem olho roxo escoriacoes corpo camisa rasgada.dudu detento preso mesma cela deputado ficou diz sic.apoiou espancamento porque ta sic.cansado ver povo brasileiro levar pior maos desses politicos sic.dizem bandidos bandidos politicos sic.vergonha fizemos nada sic.realizamos sonho brasileiros dar pau politico safado sic.finaliza detento.o delegado sic.diz socorreu deputado agressoes porem pode comprovar identidade homem apos sic.efeito alcool passar.sic.soubesse preso questao deputado queria dado ums sic.tapa nele sic.acrescentou agente penitenciario.o caso sic.sendo investigado sigilo justica sic..,fake,0.8783160396315015,0.8760570411339319,0.8810515093177512,0.8849756755079656,0.87514534615675
relatorio coaf parar maos policia federal imprensa demonstram lula sacou r 523 milhoes investido fundos administrados bb gestao recursos distribuidora titulos valores mobiliarios tudo pouco antes bloqueio r9 milhoes aplicados brasil prev.as provas aplicacoes fundos investimento abril 2011 2015 apresentadas lava jato marco.o documento coaf movimentacao financeira lula valor total r 523 milhoes dominio publico.,fake,0.8615320992460009,0.8539593392520024,0.838953536688003,0.865967988576001,0.8238517142640017
